-0.995635194597550	-3.995158686092461
-0.973127853599699	-3.994845638334883
-0.949390006644913	-3.994005668416533
-0.924279286061882	-3.992054540517946
-0.897627091290441	-3.989057410571559
-0.869231719730976	-3.983525831567017
-0.838849090737255	-3.975891230503923
-0.806179973983887	-3.963701683188188
-0.770852011642144	-3.946903909643530
-0.732393759822969	-3.924083395280234
-0.690196080028514	-3.893127963163209
-0.643452676486187	-3.851473818732023
-0.591064607026499	-3.796579395359293
-0.531478917042255	-3.727730818938694
-0.462397997898956	-3.634111109537413
-0.380211241711606	-3.505899324884923
-0.278753600952829	-3.350435370506478
-0.146128035678238	-3.095589881475138
0.045757490560675	-2.761427024520684
0.397940008672038	-2.094304583477139
