1                        0                        -nan(ind)                
1                        0.1                      0                        
1                        0.2                      0                        
1                        0.3                      0                        
1                        0.4                      0                        
1                        0.5                      0                        
1                        0.6                      0                        
1                        0.7                      0                        
1                        0.8                      0                        
1                        0.9                      0                        
1                        1                        0                        
1                        1.1                      0                        
1                        1.2                      0                        
1                        1.3                      0                        
1                        1.4                      0                        
1                        1.5                      0                        
1                        1.6                      0                        
1                        1.7                      0                        
1                        1.8                      0                        
1                        1.9                      0                        
1                        2                        0                        
1.1                      0                        1                        
1.1                      0.1                      0.25176066021989         
1.1                      0.2                      0.20512085348828         
1.1                      0.3                      0.184291853399925        
1.1                      0.4                      0.171837006808515        
1.1                      0.5                      0.163323340503689        
1.1                      0.6                      0.157032296795244        
1.1                      0.7                      0.152139419121931        
1.1                      0.8                      0.148193334571381        
1.1                      0.9                      0.144923440154774        
1.1                      1                        0.142156343451833        
1.1                      1.1                      0.139775128487452        
1.1                      1.2                      0.13769771195396         
1.1                      1.3                      0.135864544070948        
1.1                      1.4                      0.134231232114855        
1.1                      1.5                      0.132763915661783        
1.1                      1.6                      0.131436257278579        
1.1                      1.7                      0.130227421514785        
1.1                      1.8                      0.129120680176762        
1.1                      1.9                      0.128102426729643        
1.1                      2                        0.127161465160677        
1.2                      0                        1                        
1.2                      0.1                      0.454399294984519        
1.2                      0.2                      0.373475304961792        
1.2                      0.3                      0.336455487718634        
1.2                      0.4                      0.314113938534899        
1.2                      0.5                      0.298766182398505        
1.2                      0.6                      0.287389882846079        
1.2                      0.7                      0.278523020839482        
1.2                      0.8                      0.271360782364257        
1.2                      0.9                      0.265418789840822        
1.2                      1                        0.260385763348571        
1.2                      1.1                      0.256051332546377        
1.2                      1.2                      0.252267532283264        
1.2                      1.3                      0.248926855683306        
1.2                      1.4                      0.245949058791293        
1.2                      1.5                      0.243272870620021        
1.2                      1.6                      0.240850589574472        
1.2                      1.7                      0.238644449114284        
1.2                      1.8                      0.236624106431753        
1.2                      1.9                      0.234764865810442        
1.2                      2                        0.233046395461715        
1.3                      0                        1                        
1.3                      0.1                      0.613588496645768        
1.3                      0.2                      0.511341310771348        
1.3                      0.3                      0.462665108997432        
1.3                      0.4                      0.432834094448909        
1.3                      0.5                      0.412171418752235        
1.3                      0.6                      0.39677597738337         
1.3                      0.7                      0.384733764875021        
1.3                      0.8                      0.374981331295871        
1.3                      0.9                      0.366874404801445        
1.3                      1                        0.359996901097972        
1.3                      1.1                      0.354066537460096        
1.3                      1.2                      0.348884156248777        
1.3                      1.3                      0.344304689881369        
1.3                      1.4                      0.340219630260994        
1.3                      1.5                      0.336545976818522        
1.3                      1.6                      0.333219011440445        
1.3                      1.7                      0.330187426837197        
1.3                      1.8                      0.327409952951622        
1.3                      1.9                      0.324852965781894        
1.3                      2                        0.322488757492681        
1.4                      0                        1                        
1.4                      0.1                      0.734933307483788        
1.4                      0.2                      0.623507673667473        
1.4                      0.3                      0.567445274046181        
1.4                      0.4                      0.532342252843874        
1.4                      0.5                      0.507745345157606        
1.4                      0.6                      0.489285246651365        
