-15.0000000000000000	-1.4556259723980274	-1.0431795641331028	-1.6885325879840052	-inf	-inf	-1.2525043701034648	-0.7774575607782240	
-14.0000000000000000	-2.7649825822352323	-2.7649825822352323	-2.7649825822352323	-inf	-inf	-1.9705110575472580	-1.6614474627544136	
-13.0000000000000000	-3.2988909323290727	-3.2988909323290727	-3.2988909323290727	-inf	-inf	-3.3983322247884820	-3.3983322247884820	
-12.0000000000000000	-4.2786614330619157	-4.2786614330619157	-4.2786614330619157	-inf	-inf	-4.3521253898505377	-4.3521253898494523	
-11.0000000000000000	-5.5714256679629637	-5.0843981643879106	-5.5423600753086095	-inf	-inf	-7.3833125317695050	-7.3833125329349905	
-10.0000000000000000	-7.0322469470471471	-6.3351064686033283	-6.1884549243265186	-inf	-inf	-7.3833125329349905	-7.3833125317695050	
-9.0000000000000000	-7.7404426415163732	-7.7404426415163732	-7.7404426415163732	-inf	-inf	-7.3833125329349905	-7.3833125329349905	
-8.0000000000000000	-8.3951273935352599	-8.3951273935352599	-8.3951273935352599	-inf	-inf	-8.5173070787530722	-8.5173070866866958	
-7.0000000000000000	-9.3820535402743346	-8.0316717865254823	-8.0722765283349549	-7.9131970850327784	-9.2556197658549841	-9.0870928196622955	-8.7147776006544770	
-6.0000000000000000	-10.5348206598087106	-7.0538201562605867	-7.0535332960153223	-6.9030513796756763	-inf	-10.1557223768272529	-9.7424349389384854	
-5.0000000000000000	-11.8444210918994308	-6.0536037562456517	-6.0536023502102090	-5.9030899510582584	-inf	-11.9236663705637849	-11.1283075927783930	
-4.0000000000000000	-9.8314284874773872	-5.0536122335357216	-5.0535977461237778	-4.9030899896313560	-inf	-9.6834460337828627	-9.3779602915011662	
-3.0000000000000000	-7.8317552173304401	-4.0536773822052057	-4.0535326170343504	-3.9030899961887826	-10.8084617345127647	-7.6812400893809833	-7.3802118561207974	
-1.9999999999999998	-5.8317567773403480	-3.0543303182039914	-3.0528826673817342	-2.9030908917722154	-7.8061817895627321	-5.6812417779557700	-5.3802150440994652	
-0.9999999999999998	-3.8318105221804277	-2.0609953169330000	-2.0465162867478761	-1.9031804668940531	-4.8063609338160509	-3.6812955243476577	-3.3805913154880396	
