-15.0000000000000000	-0.4515450000762939	-0.4515450000762939	-0.4515450000762939	-inf	-inf	-0.3010300099849701	-0.3010300099849701	
-14.0000000000000000	-0.4515450000762939	-0.4515450000762939	-0.4515450000762939	-inf	-inf	-0.3010300099849701	-0.3010300099849701	
-13.0000000000000000	-0.4515450000762939	-0.4515450000762939	-0.4515450000762939	-inf	-inf	-0.3010300099849701	-0.3010300099849701	
-12.0000000000000000	-0.4515450000762939	-0.4515450000762939	-0.4515450000762939	-inf	-inf	-0.3010300099849701	-0.3010300099849701	
-11.0000000000000000	-0.4515450000762939	-0.4515450000762939	-0.4515450000762939	-inf	-inf	-0.3010300099849701	-0.3010300099849701	
-10.0000000000000000	-0.4515450000762939	-0.4515450000762939	-0.4515450000762939	-inf	-inf	-0.3010300099849701	-0.3010300099849701	
-9.0000000000000000	-0.4515450000762939	-0.4515450000762939	-0.4515450000762939	-inf	-inf	-0.3010300099849701	-0.3010300099849701	
-8.0000000000000000	-0.4515450000762939	-0.4515450000762939	-0.4515450000762939	-inf	-inf	-0.3010300099849701	-0.3010300099849701	
-7.0000000000000000	-0.6153006553649902	-0.6153006553649902	-0.6153006553649902	-inf	-inf	-0.3010300099849701	0.0398289598524570	
-6.0000000000000000	-2.3899273872375488	-2.3899273872375488	-2.3899273872375488	-inf	-inf	-1.6352081298828125	-1.6352081298828125	
-5.0000000000000000	-2.7244627475738525	-2.7244627475738525	-2.7244627475738525	-inf	-inf	-3.1681199073791504	-3.1680817604064941	
-4.0000000000000000	-4.0094790458679199	-4.0094790458679199	-4.0094790458679199	-inf	-inf	-3.2898175716400146	-2.9550435543060303	
-3.0000000000000000	-5.0755009651184082	-4.0915002822875977	-4.0096111297607422	-3.9236898422241211	-inf	-4.4411735534667969	-4.0188393592834473	
-2.0000000000000000	-5.6066718101501465	-3.0556776523590088	-3.0532422065734863	-2.9025006294250488	-5.5257496833801270	-5.5912513732910156	-5.4323282241821289	
-1.0000000000000000	-3.8318471908569336	-2.0609951019287109	-2.0465173721313477	-1.9031835794448853	-4.8097462654113770	-3.6804037094116211	-3.3816118240356445	
-0.0000000258859689	-1.8371868133544922	-1.1425839662551880	-0.9952036738395691	-0.9121566414833069	-1.8243123292922974	-1.6866717338562012	-1.4188970327377319	
